symbol,session,action,reason,rows_affected,bad_rows,outside_regular_rows,file
CANBK,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CANBK_5minute_20230901_20260901.parquet
CGPOWER,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CGPOWER_5minute_20230901_20260901.parquet
CGPOWER,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_CGPOWER_5minute_20230901_20260901.parquet
CGPOWER,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CGPOWER_5minute_20230901_20260901.parquet
CHOLAFIN,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CHOLAFIN_5minute_20230901_20260901.parquet
CHOLAFIN,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CHOLAFIN_5minute_20230901_20260901.parquet
CIPLA,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CIPLA_5minute_20230901_20260901.parquet
CIPLA,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CIPLA_5minute_20230901_20260901.parquet
COALINDIA,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_COALINDIA_5minute_20230901_20260901.parquet
COALINDIA,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_COALINDIA_5minute_20230901_20260901.parquet
CUMMINSIND,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CUMMINSIND_5minute_20230901_20260901.parquet
CUMMINSIND,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_CUMMINSIND_5minute_20230901_20260901.parquet
DIVISLAB,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DIVISLAB_5minute_20230901_20260901.parquet
DIVISLAB,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_DIVISLAB_5minute_20230901_20260901.parquet
DIVISLAB,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DIVISLAB_5minute_20230901_20260901.parquet
DLF,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DLF_5minute_20230901_20260901.parquet
DLF,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DLF_5minute_20230901_20260901.parquet
DMART,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DMART_5minute_20230901_20260901.parquet
DMART,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DMART_5minute_20230901_20260901.parquet
DRREDDY,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DRREDDY_5minute_20230901_20260901.parquet
DRREDDY,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_DRREDDY_5minute_20230901_20260901.parquet
EICHERMOT,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_EICHERMOT_5minute_20230901_20260901.parquet
EICHERMOT,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_EICHERMOT_5minute_20230901_20260901.parquet
ETERNAL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ETERNAL_5minute_20230901_20260901.parquet
ETERNAL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ETERNAL_5minute_20230901_20260901.parquet
GAIL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_GAIL_5minute_20230901_20260901.parquet
GAIL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_GAIL_5minute_20230901_20260901.parquet
GODREJCP,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_GODREJCP_5minute_20230901_20260901.parquet
GODREJCP,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_GODREJCP_5minute_20230901_20260901.parquet
GODREJCP,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_GODREJCP_5minute_20230901_20260901.parquet
GRASIM,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_GRASIM_5minute_20230901_20260901.parquet
GRASIM,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_GRASIM_5minute_20230901_20260901.parquet
HAL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HAL_5minute_20230901_20260901.parquet
HAL,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_HAL_5minute_20230901_20260901.parquet
HAL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HAL_5minute_20230901_20260901.parquet
HCLTECH,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HCLTECH_5minute_20230901_20260901.parquet
HCLTECH,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HCLTECH_5minute_20230901_20260901.parquet
HDFCAMC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HDFCAMC_5minute_20230901_20260901.parquet
HDFCAMC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HDFCAMC_5minute_20230901_20260901.parquet
HDFCBANK,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HDFCBANK_5minute_20230901_20260901.parquet
HDFCBANK,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_HDFCBANK_5minute_20230901_20260901.parquet
HDFCBANK,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HDFCBANK_5minute_20230901_20260901.parquet
HDFCLIFE,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HDFCLIFE_5minute_20230901_20260901.parquet
HDFCLIFE,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HDFCLIFE_5minute_20230901_20260901.parquet
HINDALCO,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HINDALCO_5minute_20230901_20260901.parquet
HINDALCO,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HINDALCO_5minute_20230901_20260901.parquet
HINDUNILVR,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HINDUNILVR_5minute_20230901_20260901.parquet
HINDUNILVR,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HINDUNILVR_5minute_20230901_20260901.parquet
HINDZINC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HINDZINC_5minute_20230901_20260901.parquet
HINDZINC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HINDZINC_5minute_20230901_20260901.parquet
HYUNDAI,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_HYUNDAI_5minute_20230901_20260901.parquet
ICICIBANK,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ICICIBANK_5minute_20230901_20260901.parquet
ICICIBANK,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_ICICIBANK_5minute_20230901_20260901.parquet
ICICIBANK,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ICICIBANK_5minute_20230901_20260901.parquet
INDHOTEL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_INDHOTEL_5minute_20230901_20260901.parquet
INDHOTEL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_INDHOTEL_5minute_20230901_20260901.parquet
INDIGO,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_INDIGO_5minute_20230901_20260901.parquet
INDIGO,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_INDIGO_5minute_20230901_20260901.parquet
INFY,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_INFY_5minute_20230901_20260901.parquet
INFY,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_INFY_5minute_20230901_20260901.parquet
IOC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_IOC_5minute_20230901_20260901.parquet
IOC,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_IOC_5minute_20230901_20260901.parquet
IOC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_IOC_5minute_20230901_20260901.parquet
IRFC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_IRFC_5minute_20230901_20260901.parquet
IRFC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_IRFC_5minute_20230901_20260901.parquet
ITC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ITC_5minute_20230901_20260901.parquet
ITC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ITC_5minute_20230901_20260901.parquet
JINDALSTEL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_JINDALSTEL_5minute_20230901_20260901.parquet
JINDALSTEL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_JINDALSTEL_5minute_20230901_20260901.parquet
JIOFIN,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_JIOFIN_5minute_20230901_20260901.parquet
JIOFIN,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_JIOFIN_5minute_20230901_20260901.parquet
JSWSTEEL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_JSWSTEEL_5minute_20230901_20260901.parquet
JSWSTEEL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_JSWSTEEL_5minute_20230901_20260901.parquet
KOTAKBANK,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_KOTAKBANK_5minute_20230901_20260901.parquet
KOTAKBANK,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_KOTAKBANK_5minute_20230901_20260901.parquet
LODHA,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_LODHA_5minute_20230901_20260901.parquet
LODHA,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_LODHA_5minute_20230901_20260901.parquet
LTM,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_LTM_5minute_20230901_20260901.parquet
LTM,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_LTM_5minute_20230901_20260901.parquet
LT,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_LT_5minute_20230901_20260901.parquet
LT,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_LT_5minute_20230901_20260901.parquet
M&M,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_M&M_5minute_20230901_20260901.parquet
M&M,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_M&M_5minute_20230901_20260901.parquet
MARUTI,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MARUTI_5minute_20230901_20260901.parquet
MARUTI,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MARUTI_5minute_20230901_20260901.parquet
MAXHEALTH,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MAXHEALTH_5minute_20230901_20260901.parquet
MAXHEALTH,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MAXHEALTH_5minute_20230901_20260901.parquet
MAZDOCK,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MAZDOCK_5minute_20230901_20260901.parquet
MAZDOCK,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MAZDOCK_5minute_20230901_20260901.parquet
MOTHERSON,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MOTHERSON_5minute_20230901_20260901.parquet
MOTHERSON,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MOTHERSON_5minute_20230901_20260901.parquet
MUTHOOTFIN,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MUTHOOTFIN_5minute_20230901_20260901.parquet
MUTHOOTFIN,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_MUTHOOTFIN_5minute_20230901_20260901.parquet
NESTLEIND,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_NESTLEIND_5minute_20230901_20260901.parquet
NESTLEIND,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_NESTLEIND_5minute_20230901_20260901.parquet
NTPC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_NTPC_5minute_20230901_20260901.parquet
NTPC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_NTPC_5minute_20230901_20260901.parquet
ONGC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ONGC_5minute_20230901_20260901.parquet
ONGC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ONGC_5minute_20230901_20260901.parquet
PFC,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_PFC_5minute_20230901_20260901.parquet
PFC,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_PFC_5minute_20230901_20260901.parquet
PIDILITIND,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_PIDILITIND_5minute_20230901_20260901.parquet
PIDILITIND,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_PIDILITIND_5minute_20230901_20260901.parquet
PNB,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_PNB_5minute_20230901_20260901.parquet
PNB,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_PNB_5minute_20230901_20260901.parquet
POWERGRID,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_POWERGRID_5minute_20230901_20260901.parquet
POWERGRID,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_POWERGRID_5minute_20230901_20260901.parquet
RECLTD,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_RECLTD_5minute_20230901_20260901.parquet
RECLTD,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_RECLTD_5minute_20230901_20260901.parquet
RELIANCE,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_RELIANCE_5minute_20230901_20260901.parquet
RELIANCE,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_RELIANCE_5minute_20230901_20260901.parquet
SBILIFE,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SBILIFE_5minute_20230901_20260901.parquet
SBILIFE,2024-06-25,EXCLUDE_SESSION,invalid_ohlcv,75,1,0,NSE_SBILIFE_5minute_20230901_20260901.parquet
SBILIFE,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SBILIFE_5minute_20230901_20260901.parquet
SBIN,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SBIN_5minute_20230901_20260901.parquet
SBIN,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SBIN_5minute_20230901_20260901.parquet
SHREECEM,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SHREECEM_5minute_20230901_20260901.parquet
SHREECEM,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SHREECEM_5minute_20230901_20260901.parquet
SHRIRAMFIN,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SHRIRAMFIN_5minute_20230901_20260901.parquet
SHRIRAMFIN,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SHRIRAMFIN_5minute_20230901_20260901.parquet
SIEMENS,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SIEMENS_5minute_20230901_20260901.parquet
SIEMENS,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SIEMENS_5minute_20230901_20260901.parquet
SOLARINDS,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SOLARINDS_5minute_20230901_20260901.parquet
SOLARINDS,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SOLARINDS_5minute_20230901_20260901.parquet
SUNPHARMA,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SUNPHARMA_5minute_20230901_20260901.parquet
SUNPHARMA,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_SUNPHARMA_5minute_20230901_20260901.parquet
TATACONSUM,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TATACONSUM_5minute_20230901_20260901.parquet
TATACONSUM,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TATACONSUM_5minute_20230901_20260901.parquet
TATAPOWER,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TATAPOWER_5minute_20230901_20260901.parquet
TATAPOWER,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TATAPOWER_5minute_20230901_20260901.parquet
TATASTEEL,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TATASTEEL_5minute_20230901_20260901.parquet
TATASTEEL,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TATASTEEL_5minute_20230901_20260901.parquet
TCS,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TCS_5minute_20230901_20260901.parquet
TCS,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TCS_5minute_20230901_20260901.parquet
TECHM,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TECHM_5minute_20230901_20260901.parquet
TECHM,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TECHM_5minute_20230901_20260901.parquet
TITAN,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TITAN_5minute_20230901_20260901.parquet
TITAN,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TITAN_5minute_20230901_20260901.parquet
TMPV,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TMPV_5minute_20230901_20260901.parquet
TMPV,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TMPV_5minute_20230901_20260901.parquet
TORNTPHARM,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TORNTPHARM_5minute_20230901_20260901.parquet
TORNTPHARM,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TORNTPHARM_5minute_20230901_20260901.parquet
TRENT,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TRENT_5minute_20230901_20260901.parquet
TRENT,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TRENT_5minute_20230901_20260901.parquet
TVSMOTOR,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TVSMOTOR_5minute_20230901_20260901.parquet
TVSMOTOR,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_TVSMOTOR_5minute_20230901_20260901.parquet
ULTRACEMCO,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ULTRACEMCO_5minute_20230901_20260901.parquet
ULTRACEMCO,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_ULTRACEMCO_5minute_20230901_20260901.parquet
UNIONBANK,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_UNIONBANK_5minute_20230901_20260901.parquet
UNIONBANK,2024-11-01,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_UNIONBANK_5minute_20230901_20260901.parquet
UNITDSPR,2023-11-12,EXCLUDE_SESSION,special_or_nonregular_session,12,0,12,NSE_UNITDSPR_5minute_20230901_20260901.parquet
